Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"90370.1873","Salmonella enterica subsp. enterica serovar Typhi strain PO_1110",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_1110",,,,"MLST.Salmonella_enterica.1",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547756","GCF_900017235.1","ERR573962","FFKG00000000","SC","WGS",,,,,,44,4737418,52.02,8,206286,72,8,,4953,99.6,97.6,,100,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T20:47:42.822Z","2016-03-18T20:47:42.822Z"
"90370.1874","Salmonella enterica subsp. enterica serovar Typhi strain PO_1232",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_1232",,,,"MLST.Salmonella_enterica.1",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547762","GCF_900017245.1","ERR573968","FFKJ00000000","SC","WGS",,,,,,42,4728472,52.02,9,213370,71,9,,4950,99.6,97.9,,99.2,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T20:49:44.899Z","2016-03-18T20:49:44.899Z"
"90370.1875","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861337",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861337",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603191","GCF_900017255.1","ERR657423","FFLN00000000","SC","WGS",,,,,,41,4701134,52.04,8,204362,68,8,,4894,99.4,97.7,,99.5,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T20:50:48.419Z","2016-03-18T20:50:48.419Z"
"90370.1876","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861304",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861304",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603128","GCF_900018595.1","ERR657394","FFKZ00000000","SC","WGS",,,,,,46,4910681,51.85,7,217858,67,5,,5203,99.6,97.7,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:39:33.384Z","2016-03-18T21:39:33.384Z"
"90370.1877","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861306",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861306",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603133","GCF_900018605.1","ERR657396","FFLA00000000","SC","WGS",,,,,,47,4912812,51.85,9,206004,69,5,,5212,99.8,97.9,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:36:40.622Z","2016-03-18T21:36:40.622Z"
"90370.1878","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861312",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861312",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603144","GCF_900018615.1","ERR657401","FFLB00000000","SC","WGS",,,,,,45,4733577,52.06,9,204362,69,4,,4974,99.6,97.9,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:36:11.093Z","2016-03-18T21:36:11.093Z"
"90370.1879","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861342",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861342",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603200","GCF_900018625.1","ERR657427","FFLO00000000","SC","WGS",,,,,,44,4953104,51.82,8,206289,69,4,,5256,99.6,97.6,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:41:43.970Z","2016-03-18T21:41:43.970Z"
"90370.188","Salmonella enterica subsp. enterica serovar Typhi strain MDUST110",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","MDUST110",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2015-06-12T00:00:00Z",,,"PRJEB3215","SAMEA2149532","GCF_001097525.1","ERR357670,ERR357756","CJGI00000000","SC","WGS",,,,,,55,4877132,52,9,149312,70,4,,5119,99.6,97.7,,100,,,,"2007",2007,,"Egypt","Africa","Egypt",,"Human, Homo sapiens","Human",,,,"Human",,,"host_health_state:Not known",,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-01-17T16:24:49.120Z","2016-01-17T16:24:49.120Z"
"90370.1880","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861368",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861368",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603253","GCF_900018635.1","ERR657450","FFLZ00000000","SC","WGS",,,,,,54,4910343,51.56,8,206040,68,4,,5178,99.3,97,0.3,99.2,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:39:10.146Z","2016-03-18T21:39:10.146Z"
"90370.1881","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861243",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861243",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603192","GCF_900018645.1","ERR731405","FFNP00000000","SC","WGS",,,,,,47,4910776,51.87,8,205784,69,4,,5217,99.7,97.8,,100,,"blood",,"2012",2012,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:41:57.660Z","2016-03-18T21:41:57.660Z"
"90370.1882","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861251",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861251",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603206","GCF_900018655.1","ERR731413","FFNV00000000","SC","WGS",,,,,,50,4910715,51.86,9,206216,70,4,,5220,99.6,97.6,0.3,100,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:41:34.888Z","2016-03-18T21:41:34.888Z"
"90370.1883","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861272",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861272",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603243","GCF_900018665.1","ERR731434","FFOH00000000","SC","WGS",,,,,,41,4736783,51.98,7,222961,72,4,,4967,99.7,98.2,,100,,"blood",,"2011",2011,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T21:38:18.951Z","2016-03-18T21:38:18.951Z"
"90370.1884","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861289",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861289",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603100","GCF_900022555.1","ERR657381","FFKU00000000","SC","WGS",,,,,,39,4699754,52.06,8,218230,71,7,,4910,99.6,97.9,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T23:31:17.230Z","2016-03-18T23:31:17.230Z"
"90370.1885","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861228",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861228",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603164","GCF_900022565.1","ERR731390","FFND00000000","SC","WGS",,,,,,48,4911112,51.86,8,201772,70,4,,5209,99.7,97.7,0.3,100,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-18T23:31:21.623Z","2016-03-18T23:31:21.623Z"
"90370.1886","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861319",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861319",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603157","GCF_900024935.1","ERR657407","FFLD00000000","SC","WGS",,,,,,44,4911779,51.83,9,204295,69,4,,5198,99.6,97.6,,99.7,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T00:34:10.231Z","2016-03-19T00:34:10.231Z"
"90370.1887","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861229",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861229",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603166","GCF_900024945.1","ERR731391","FFNE00000000","SC","WGS",,,,,,43,4732392,52.07,9,204308,69,4,,4973,99.7,97.9,,100,,"blood",,"2013",2013,,"Nigeria","Africa","Nigeria:Outskirts of Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T00:34:41.562Z","2016-03-19T00:34:41.562Z"
"90370.1888","Salmonella enterica subsp. enterica serovar Typhi strain 3135STDY5861230",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","3135STDY5861230",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2603168","GCF_900024955.1","ERR731392","FFNF00000000","SC","WGS",,,,,,47,4911287,51.88,9,204341,71,4,,5189,99.7,97.6,,100,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T00:34:36.066Z","2016-03-19T00:34:36.066Z"
"90370.1889","Salmonella enterica subsp. enterica serovar Typhi strain PO_30",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_30",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547720","GCF_900029285.1","ERR573938","FFJP00000000","SC","WGS",,,,,,50,4910790,51.89,9,206004,71,10,,5213,99.6,97.4,,99.7,,"blood",,"2008",2008,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T10:20:31.726Z","2016-03-19T10:20:31.726Z"
"90370.1890","Salmonella enterica subsp. enterica serovar Typhi strain PO_771",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_771",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547744","GCF_900029295.1","ERR573950","FFJW00000000","SC","WGS",,,,,,44,4918148,51.89,9,204357,70,8,,5229,99.7,97.7,,100,,"blood",,"2009",2009,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T10:20:25.664Z","2016-03-19T10:20:25.664Z"
"90370.1891","Salmonella enterica subsp. enterica serovar Typhi strain PO_1101",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_1101",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547754","GCF_900029305.1","ERR573960","FFKD00000000","SC","WGS",,,,,,53,4910696,51.88,10,185425,70,9,,5206,99.7,97.3,,100,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T10:19:44.766Z","2016-03-19T10:19:44.766Z"
"90370.1892","Salmonella enterica subsp. enterica serovar Typhi strain PO_1210",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_1210",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547760","GCF_900029315.1","ERR573966","FFKI00000000","SC","WGS",,,,,,43,4920517,51.88,7,235708,70,8,,5227,99.7,97.7,,100,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T10:19:51.164Z","2016-03-19T10:19:51.164Z"
"90370.1893","Salmonella enterica subsp. enterica serovar Typhi strain PO_1242",,90370,"131567;2;1224;1236;91347;543;590;28901;59201;90370","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","WGS","PO_1242",,,,"MLST.Salmonella_enterica.2",,,,,,,,,,,,,,,,"Good","2016-02-09T00:00:00Z",,,"PRJEB6352","SAMEA2547763","GCF_900029325.1","ERR573969","FFKL00000000","SC","WGS",,,,,,43,4918153,51.89,9,205998,70,8,,5219,99.7,97.7,,100,,"blood",,"2010",2010,,"Nigeria","Africa","Nigeria:Abuja",,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/salmonella.html These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/","2016-03-19T10:20:34.601Z","2016-03-19T10:20:34.601Z"
